"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
chr17:42821246-<b>C</b>,"5 x 10-6",(EA),0.01,'-,"16.99 unit decrease",[9.93-24.05],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr4:144288418-<b>A</b>,"6 x 10-6",(EA),0.009,'-,"13.28 unit decrease",[7.71-18.85],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr14:104359310-<b>T</b>,"6 x 10-6",(EA),0.037,'-,"8.1 unit decrease",[4.69-11.51],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr15:62437471-<b>C</b>,"6 x 10-6",(EA),0.01,'-,"14.23 unit decrease",[8.25-20.21],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr11:127223995-<b>C</b>,"6 x 10-6",(EA),0.377,'-,"2.62 unit decrease",[1.52-3.72],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr20:61032694-<b>T</b>,"6 x 10-6",(EA),0.081,'-,"4.85 unit increase",[2.81-6.89],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr2:148156515-<b>T</b>,"7 x 10-6",(EA),0.029,'-,"11.32 unit decrease",[6.54-16.1],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr21:15364317-<b>A</b>,"7 x 10-6",(EA),0.017,'-,"13.57 unit decrease",[7.83-19.31],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr3:37276320-<b>T</b>,"7 x 10-6",(EA),0.284,'-,"2.61 unit increase",[1.51-3.71],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr9:18139412-<b>G</b>,"7 x 10-6",(EA),0.235,'-,"2.65 unit increase",[1.53-3.77],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr1:115464269-<b>CA</b>,"7 x 10-6",(EA),0.353,'-,"2.78 unit increase",[1.6-3.96],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr15:38626475-<b>C</b>,"8 x 10-6",(EA),0.102,'-,"4.16 unit decrease",[2.4-5.92],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr5:38751223-<b>C</b>,"8 x 10-6",(EA),0.414,'-,"2.19 unit decrease",[1.25-3.13],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr19:10408439-<b>C</b>,"8 x 10-6",(EA),0.035,'-,"8.44 unit decrease",[4.83-12.05],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr2:34319717-<b>A</b>,"8 x 10-6",(EA),0.359,'-,"2.2 unit increase",[1.26-3.14],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr1:28452553-<b>T</b>,"6 x 10-6",(AA),0.019,'-,"17.5 unit increase",[10.23-24.77],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr18:29665179-<b>G</b>,"6 x 10-6",(AA),0.014,'-,"21.45 unit increase",[12.49-30.41],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr1:4550104-<b>A</b>,"6 x 10-6",(AA),0.149,'-,"5.93 unit decrease",[3.46-8.4],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr15:42938962-<b>A</b>,"7 x 10-6",(AA),0.367,'-,"4.53 unit decrease",[2.63-6.43],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr3:70984708-<b>C</b>,"7 x 10-6",(AA),0.025,'-,"15.05 unit increase",[8.74-21.36],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr16:4200277-<b>T</b>,"7 x 10-6",(AA),0.028,'-,"15.14 unit decrease",[8.79-21.49],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr21:30014690-<b>A</b>,"7 x 10-6",(AA),0.116,'-,"7.09 unit increase",[4.11-10.07],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr20:52774427-<b>G</b>,"7 x 10-6",(AA),0.409,'-,"5 unit increase",[2.9-7.1],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr3:39754820-<b>C</b>,"7 x 10-6",(AA),0.359,'-,"4.63 unit decrease",[2.69-6.57],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr7:133636770-<b>A</b>,"8 x 10-6",(AA),0.032,'-,"12.59 unit increase",[7.28-17.9],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr7:134039988-<b>A</b>,"8 x 10-6",(AA),0.012,'-,"20.96 unit increase",[12.1-29.82],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr17:70810958-<b>G</b>,"9 x 10-6",(AA),0.057,'-,"10.34 unit increase",[5.95-14.73],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr3:68603582-<b>G</b>,"9 x 10-6",(AA),0.366,'-,"4.52 unit decrease",[2.6-6.44],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr10:13468298-<b>G</b>,"9 x 10-6",(AA),0.036,'-,"12.73 unit increase",[7.32-18.14],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr16:7504546-<b>G</b>,"9 x 10-6",(AA),0.162,'-,"6.53 unit decrease",[3.75-9.31],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr12:70421583-<b>C</b>,"7 x 10-7",(EA),0.479,'-,"2.67 unit decrease",[1.65-3.69],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr20:47032395-<b>A</b>,"2 x 10-6",(EA),0.134,'-,"5.42 unit decrease",[3.26-7.58],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr6:26045367-<b>TTA</b>,"2 x 10-6",(EA),0.045,'-,"8.66 unit decrease",[5.19-12.13],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr16:56697867-<b>G</b>,"3 x 10-6",(EA),0.126,'-,"5.53 unit decrease",[3.3-7.76],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr18:66520811-<b>AT</b>,"3 x 10-6",(EA),0.024,'-,"10.69 unit increase",[6.36-15.02],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr5:1688900-<b>A</b>,"3 x 10-6",(EA),0.041,'-,"5.46 unit decrease",[3.25-7.67],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr20:10244172-<b>C</b>,"4 x 10-6",(EA),0.041,'-,"6.35 unit decrease",[3.72-8.98],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr17:42821246-<b>C</b>,"5 x 10-6",(EA),0.01,'-,"16.99 unit decrease",[9.93-24.05],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr4:144288418-<b>A</b>,"6 x 10-6",(EA),0.009,'-,"13.28 unit decrease",[7.71-18.85],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr14:104359310-<b>T</b>,"6 x 10-6",(EA),0.037,'-,"8.1 unit decrease",[4.69-11.51],'-,"Systolic blood pressure response to chlorthalidone in hypertension","response to diuretic, hypertension, systolic blood pressure change measurement",GCST009644,"Mapping not available"
chr22:41218683-<b>C</b>,"5 x 10-6",(AA),0.019,'-,"12.63 unit decrease",[7.4-17.86],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr6:88202550-<b>A</b>,"6 x 10-6",(AA),0.021,'-,"10.39 unit decrease",[6.08-14.7],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr2:68350730-<b>T</b>,"6 x 10-6",(AA),0.011,'-,"15.75 unit decrease",[9.2-22.3],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr10:33886562-<b>G</b>,"6 x 10-6",(AA),0.112,'-,"4.81 unit increase",[2.81-6.81],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr8:142574962-<b>T</b>,"6 x 10-6",(AA),0.184,'-,"4.29 unit decrease",[2.51-6.07],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr13:76825276-<b>A</b>,"6 x 10-6",(AA),0.024,'-,"8.75 unit decrease",[5.1-12.4],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr1:182097713-<b>C</b>,"6 x 10-6",(AA),0.034,'-,"9.18 unit decrease",[5.34-13.02],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr3:123014904-<b>T</b>,"6 x 10-6",(AA),0.023,'-,"12.66 unit decrease",[7.37-17.95],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr16:77814065-<b>A</b>,"7 x 10-6",(AA),0.031,'-,"9.01 unit decrease",[5.23-12.79],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr15:41901475-<b>C</b>,"7 x 10-6",(AA),0.033,'-,"8.51 unit decrease",[4.94-12.08],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr3:37843727-<b>AG</b>,"7 x 10-6",(AA),0.241,'-,"3.49 unit decrease",[2.02-4.96],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr22:19321745-<b>A</b>,"7 x 10-6",(AA),0.013,'-,"15.6 unit decrease",[9.03-22.17],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr15:24599180-<b>A</b>,"7 x 10-6",(AA),0.028,'-,"11.27 unit decrease",[6.53-16.01],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr8:51443231-<b>C</b>,"8 x 10-6",(AA),0.045,'-,"7.21 unit decrease",[4.17-10.25],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr11:2852309-<b>T</b>,"8 x 10-6",(AA),0.027,'-,"9.35 unit decrease",[5.41-13.29],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr16:5571510-<b>T</b>,"8 x 10-6",(AA),0.055,'-,"7.05 unit decrease",[4.07-10.03],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr14:47049146-<b>G</b>,"8 x 10-6",(AA),0.096,'-,"5.28 unit decrease",[3.05-7.51],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr1:23715978-<b>G</b>,"8 x 10-6",(AA),0.205,'-,"3.63 unit increase",[2.1-5.16],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr10:97987596-<b>C</b>,"8 x 10-6",(AA),0.011,'-,"15.92 unit decrease",[9.18-22.66],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr8:92693591-<b>T</b>,"9 x 10-6",(AA),0.034,'-,"8.29 unit decrease",[4.78-11.8],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr5:76449714-<b>G</b>,"9 x 10-6",(AA),0.046,'-,"7.86 unit decrease",[4.53-11.19],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr2:2870592-<b>G</b>,"9 x 10-6",(AA),0.032,'-,"8.85 unit decrease",[5.09-12.61],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr20:11017205-<b>C</b>,"9 x 10-6",(AA),0.012,'-,"18.31 unit decrease",[10.53-26.09],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr3:47580813-<b>T</b>,"9 x 10-6",(AA),0.123,'-,"4.88 unit decrease",[2.8-6.96],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr8:77343407-<b>G</b>,"9 x 10-6",(AA),0.197,'-,"3.96 unit decrease",[2.27-5.65],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr3:65620508-<b>G</b>,"8 x 10-6",(EA),0.025,'-,"7.47 unit decrease",[4.28-10.66],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr16:65929016-<b>G</b>,"9 x 10-6",(EA),0.46,'-,"2.2 unit increase",[1.26-3.14],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr14:95912388-<b>A</b>,"9 x 10-6",(EA),0.076,'-,"3.92 unit decrease",[2.23-5.61],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr8:89122108-<b>C</b>,"1 x 10-6",(AA),0.014,'-,"16.42 unit decrease",[10.07-22.77],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr7:10129002-<b>T</b>,"1 x 10-6",(AA),0.011,'-,"19.72 unit decrease",[12.08-27.36],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr17:47989987-<b>G</b>,"1 x 10-6",(AA),0.024,'-,"13.08 unit decrease",[7.98-18.18],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr10:76827323-<b>A</b>,"2 x 10-6",(AA),0.217,'-,"3.84 unit increase",[2.35-5.33],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr5:10515903-<b>G</b>,"2 x 10-6",(AA),0.035,'-,"8.76 unit decrease",[5.31-12.21],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr14:89369962-<b>A</b>,"2 x 10-6",(AA),0.02,'-,"9.68 unit decrease",[5.86-13.5],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr3:69281337-<b>G</b>,"2 x 10-6",(AA),0.48,'-,"3.59 unit decrease",[2.16-5.02],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr9:31295759-<b>A</b>,"3 x 10-6",(AA),0.027,'-,"10.88 unit decrease",[6.53-15.23],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr19:42342073-<b>A</b>,"3 x 10-6",(AA),0.026,'-,"12.79 unit decrease",[7.65-17.93],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr7:18282368-<b>A</b>,"3 x 10-6",(AA),0.012,'-,"15.18 unit decrease",[9.08-21.28],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr6:162192205-<b>A</b>,"3 x 10-6",(AA),0.017,'-,"13.71 unit decrease",[8.2-19.22],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr12:119779963-<b>T</b>,"3 x 10-6",(AA),0.015,'-,"17.29 unit decrease",[10.33-24.25],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr8:134743852-<b>T</b>,"3 x 10-6",(AA),0.015,'-,"14.94 unit decrease",[8.92-20.96],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr22:47691442-<b>T</b>,"3 x 10-6",(AA),0.02,'-,"13.15 unit decrease",[7.84-18.46],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr16:57510363-<b>A</b>,"3 x 10-6",(AA),0.014,'-,"14.31 unit decrease",[8.51-20.11],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr11:121771661-<b>A</b>,"3 x 10-6",(AA),0.011,'-,"13.12 unit decrease",[7.81-18.43],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr4:187490357-<b>G</b>,"4 x 10-6",(AA),0.427,'-,"3.09 unit decrease",[1.84-4.34],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr7:144890144-<b>C</b>,"4 x 10-6",(AA),0.026,'-,"9.93 unit decrease",[5.87-13.99],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr14:36281438-<b>C</b>,"4 x 10-6",(AA),0.013,'-,"15.42 unit decrease",[9.13-21.71],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr5:10489128-<b>T</b>,"4 x 10-6",(AA),0.019,'-,"13.7 unit decrease",[8.09-19.31],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr14:62849226-<b>G</b>,"4 x 10-6",(AA),0.055,'-,"5.9 unit decrease",[3.49-8.31],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr8:71365589-<b>T</b>,"4 x 10-6",(AA),0.017,'-,"13.25 unit decrease",[7.82-18.68],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr15:63923093-<b>C</b>,"5 x 10-6",(AA),0.092,'-,"5.81 unit decrease",[3.42-8.2],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr12:48800679-<b>A</b>,"5 x 10-6",(AA),0.011,'-,"17.06 unit decrease",[10.04-24.08],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
chr9:115570712-<b>T</b>,"5 x 10-6",(AA),0.062,'-,"6.91 unit decrease",[4.05-9.77],'-,"Diastolic blood pressure response to chlorthalidone in hypertension","response to diuretic, diastolic blood pressure change measurement, hypertension",GCST009643,"Mapping not available"
rs4905794-<b>G</b>,"1 x 10-8",,0.08,'-,"4.8 percent decrease",'-,"AL162151.1, AL162151.3","Systolic blood pressure night-to-day ratio in hypertension","hypertension, systolic blood pressure change measurement",GCST006274,14:99013332
rs16984571-<b>G</b>,"6 x 10-6",,0.15,'-,"2.7 percent decrease",'-,KCNS3,"Systolic blood pressure night-to-day ratio in hypertension","hypertension, systolic blood pressure change measurement",GCST006274,2:18264208
rs4905794-<b>G</b>,"2 x 10-6",,0.08,'-,"4.3 percent decrease",'-,"AL162151.1, AL162151.3","Diastolic blood pressure night-to-day ratio in hypertension","diastolic blood pressure change measurement, hypertension",GCST006273,14:99013332
rs2119704-<b>A</b>,"3 x 10-6",,0.07,'-,"4.6 percent decrease",'-,LINC01147,"Diastolic blood pressure night-to-day ratio in hypertension","diastolic blood pressure change measurement, hypertension",GCST006273,14:88021345
rs10817396-<b>G</b>,"6 x 10-6",,0.17,'-,"3.1 percent increase",'-,SNX30,"Diastolic blood pressure night-to-day ratio in hypertension","diastolic blood pressure change measurement, hypertension",GCST006273,9:112847661
rs12509878-<b>C</b>,"6 x 10-6",,0.34,'-,"2.2 percent decrease",'-,LINC02267,"Diastolic blood pressure night-to-day ratio in hypertension","diastolic blood pressure change measurement, hypertension",GCST006273,4:96774250
rs1230361-<b>A</b>,"9 x 10-6",,0.47,'-,"2.1 percent increase",'-,"AC009126.1, ERAP2","Diastolic blood pressure night-to-day ratio in hypertension","diastolic blood pressure change measurement, hypertension",GCST006273,5:96877467
rs189825457-<b>T</b>,"3 x 10-6",,0.0105,2.802,'-,[1.817-4.321],"OR4E1, AC243972.3","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,14:21697869
rs139706713-<b>A</b>,"3 x 10-6",,0.01137,2.771,'-,[1.809-4.245],"LINC00640, AL358332.1","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,14:51361080
rs57068616-<b>A</b>,"9 x 10-6",,0.02136,2.213,'-,[1.559-3.141],"TTC8, AL137785.1","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,14:88883992
rs7500920-<b>C</b>,"1 x 10-5",,0.1725,1.457,'-,[1.23299999999999-1.72099999999999],VAT1L,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,16:77927362
rs113018692-<b>C</b>,"6 x 10-6",,0.142,1.51,'-,[1.263-1.806],"LYZL6, AC244100.1","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,17:35947866
rs118080693-<b>T</b>,"6 x 10-6",,0.03699,1.906,'-,[1.442-2.52],PSMB3,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,17:38763797
rs552316137-<b>C</b>,"9 x 10-6",,0.01629,2.376,'-,[1.621-3.484],"NRBF2P1, AC090229.1","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,18:35792648
rs115711179-<b>T</b>,"2 x 10-6",,0.03116,2.059,'-,[1.53199999999999-2.76899999999999],PDE9A,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,21:42655167
rs5755044-<b>G</b>,"4 x 10-6",,0.3125,1.406,'-,[1.216-1.626],"LINC01643, AL021877.1","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,22:34429432
rs923254007-<b>T</b>,"8 x 10-7",,0.01019,3.157,'-,[2.0-4.982],"PRKCZ-AS1, PRKCZ","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,1:2184025
rs145844325-<b>A</b>,"6 x 10-6",,0.01499,2.56,'-,[1.702-3.852],MORN1,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,1:2354728
rs423796-<b>A</b>,"6 x 10-6",,0.1877,1.462,'-,[1.2409999999999899-1.722],AJAP1,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,1:4758345
rs333146-<b>A</b>,"7 x 10-6",,0.1921,0.6203,'-,[0.5036-0.7642],NFIA,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,1:61215828
rs72655914-<b>T</b>,"3 x 10-6",,0.02253,2.278,'-,[1.614-3.216],B4GALT4-AS1,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,3:119242117
rs117276818-<b>C</b>,"6 x 10-6",,0.06617,1.71,'-,[1.35599999999999-2.156],"AC092969.1, AC092989.1","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,3:135574430
