"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs35122968-<b>C</b>,"4 x 10-11",,0.043,'-,"0.2 unit increase",[0.14-0.26],"MTCO3P1, AL662789.1","Type 1 diabetes (age at diagnosis)","type I diabetes mellitus, age at diagnosis",GCST011773,6:32714422
rs3997848-<b>G</b>,"2 x 10-14",,0.117,'-,"0.135 unit increase",[0.1-0.17],"MTCO3P1, AL662789.1","Type 1 diabetes (age at diagnosis)","type I diabetes mellitus, age at diagnosis",GCST011773,6:32714617
rs241427-<b>G</b>,"4 x 10-6",,0.797,'-,"0.062 unit decrease",[0.035-0.089],"TAP2, AL669918.1","Type 1 diabetes (age at diagnosis)","type I diabetes mellitus, age at diagnosis",GCST011773,6:32836637
rs4148870-<b>C</b>,"2 x 10-6",,0.402,'-,"0.053 unit increase",[0.031-0.075],"AL669918.1, TAP2","Type 1 diabetes (age at diagnosis)","type I diabetes mellitus, age at diagnosis",GCST011773,6:32838614
rs3128930-<b>C</b>,"7 x 10-6",,0.683,'-,"0.053 unit increase",[0.029-0.077],"COL11A2P1, HLA-DPB2","Type 1 diabetes (age at diagnosis)","type I diabetes mellitus, age at diagnosis",GCST011773,6:33107889
rs2523989-<b>A</b>,"2 x 10-8",,NR,1.7499,'-,'-,"TRIM31, TRIM31-AS1","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,6:30110498
rs886424-<b>A</b>,"3 x 10-14",,NR,2.2107,'-,'-,LINC00243,"Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,6:30814225
rs2251396-<b>T</b>,"1 x 10-22",,NR,2.2132,'-,'-,"AL645933.3, MICA","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,6:31396930
rs2857595-<b>T</b>,"2 x 10-23",,NR,2.3765,'-,'-,"UQCRHP1, NCR3","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,6:31600692
rs1270942-<b>C</b>,"5 x 10-25",,NR,3.0494,'-,'-,"AL645922.1, CFB","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,6:31951083
rs1980493-<b>G</b>,"2 x 10-20",,NR,2.5034,'-,'-,"BTNL2, TSBP1-AS1","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,6:32395438
rs1015166-<b>T</b>,"4 x 10-22",,NR,2.1428,'-,'-,"AL669918.1, TAP2","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,6:32830954
rs2153977-<b>T</b>,"4 x 10-7",,NR,1.491,'-,'-,MAGI3,"Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,1:113537449
rs2476601-<b>A</b>,"7 x 10-20",,NR,2.7073,'-,'-,"PTPN22, AL137856.1","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,1:113834946
rs2358994-<b>A</b>,"2 x 10-11",,NR,1.8688,'-,'-,"BCL2L15, AP4B1-AS1","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,1:113886839
rs7679475-<b>A</b>,"4 x 10-10",,NR,1.6198,'-,'-,"QRFPR, TUBB4BP5","Type 1 diabetes and autoimmune thyroid diseases","autoimmune thyroid disease, type I diabetes mellitus",GCST002876,4:121392885
rs2085277-<b>T</b>,"4 x 10-8",,0.039,'-,"0.046 unit increase",[0.030-0.062],"AL161616.1, RXFP2","Glycated hemoglobin levels in type 1 diabetes","type I diabetes mellitus, HbA1c measurement",GCST007605,13:31593580
rs478222-<b>?</b>,"4 x 10-9",,0.59,1.22,'-,[NR],EFR3B,"Type 1 diabetes","type I diabetes mellitus",GCST001255,2:25078886
rs539514-<b>?</b>,"6 x 10-11",,0.50,1.43,'-,[NR],"AL137782.1, LMO7","Type 1 diabetes","type I diabetes mellitus",GCST001255,13:75752146
rs924043-<b>?</b>,"8 x 10-9",,0.85,1.35,'-,[NR],"AL603783.1, AL049612.1","Type 1 diabetes","type I diabetes mellitus",GCST001255,6:170063801
rs550448-<b>?</b>,"5 x 10-7",,0.86,1.32,'-,[NR],JAZF1-AS1,"Type 1 diabetes","type I diabetes mellitus",GCST001255,7:28189423
rs12679857-<b>?</b>,"4 x 10-7",,0.69,1.2,'-,[NR],"RNU6-12P, TNFRSF11B","Type 1 diabetes","type I diabetes mellitus",GCST001255,8:118965098
rs6547853-<b>?</b>,"8 x 10-7",,0.60,1.19,'-,[NR],"FOSL2, AC104695.3","Type 1 diabetes","type I diabetes mellitus",GCST001255,2:28423934
rs4084127-<b>?</b>,"3 x 10-6",,NR,1.11,'-,[NR],"FGF4, FGF3","Type 1 diabetes","type I diabetes mellitus",GCST001255,11:69781755
rs10786436-<b>T</b>,"8 x 10-7",,NR,1.1,'-,[NR],HPSE2,"Type 1 diabetes","type I diabetes mellitus",GCST001255,10:98540425
rs10137082-<b>?</b>,"6 x 10-6",,NR,1.1,'-,[NR],"EFS, IL25","Type 1 diabetes","type I diabetes mellitus",GCST001255,14:23370824
rs9810233-<b>G</b>,"7 x 10-7",,0.270,'-,'-,'-,"ALCAM, AC091804.1","Erectile dysfunction in type 1 diabetes","type I diabetes mellitus, erectile dysfunction",GCST001572,3:105292046
rs836589-<b>A</b>,"2 x 10-6",,0.186,'-,'-,'-,"AC018712.1, PDK1","Erectile dysfunction in type 1 diabetes","type I diabetes mellitus, erectile dysfunction",GCST001572,2:172628350
rs6931865-<b>A</b>,"4 x 10-6",,0.336,'-,'-,'-,PHACTR2,"Erectile dysfunction in type 1 diabetes","type I diabetes mellitus, erectile dysfunction",GCST001572,6:143758717
rs950146-<b>C</b>,"4 x 10-6",,0.491,'-,'-,'-,"NBPF21P, RN7SKP227","Erectile dysfunction in type 1 diabetes","type I diabetes mellitus, erectile dysfunction",GCST001572,3:36638607
rs2990510-<b>G</b>,"6 x 10-6",,0.305,'-,'-,'-,F13B,"Erectile dysfunction in type 1 diabetes","type I diabetes mellitus, erectile dysfunction",GCST001572,1:197051528
rs9850224-<b>A</b>,"5 x 10-6",,0.010,'-,'-,'-,"LINC02027, LINC02050","Erectile dysfunction in type 1 diabetes","type I diabetes mellitus, erectile dysfunction",GCST001572,3:80816613
rs559047-<b>A</b>,"4 x 10-6",,0.24,'-,"0.28 unit decrease",[0.16-0.40],"AL359551.1, MIPEPP2","Stimulated C-peptide levels in type I diabetes","C-peptide measurement, type I diabetes mellitus",GCST005435,1:238590616
rs61211515-<b>?</b>,"1 x 10-7",,0.16,'-,"0.39 unit decrease",[0.25-0.53],"TRIM40, AL669914.1","Stimulated C-peptide levels in type I diabetes","C-peptide measurement, type I diabetes mellitus",GCST005435,6:30133199
rs3135002-<b>A</b>,"3 x 10-8",,0.03,'-,'-,'-,"HLA-DQB1, MTCO3P1","Random C-peptide levels in type I diabetes","C-peptide measurement, type I diabetes mellitus",GCST005437,6:32700662
rs559047-<b>A</b>,"4 x 10-8",,0.23,'-,'-,'-,"AL359551.1, MIPEPP2","C-peptide levels in type I diabetes","C-peptide measurement, type I diabetes mellitus",GCST005436,1:238590616
rs9260151-<b>T</b>,"8 x 10-8",,0.09,'-,'-,'-,HLA-A,"C-peptide levels in type I diabetes","C-peptide measurement, type I diabetes mellitus",GCST005436,6:29943253
rs61211515-<b>?</b>,"2 x 10-6",,0.16,'-,'-,'-,"TRIM40, AL669914.1","C-peptide levels in type I diabetes","C-peptide measurement, type I diabetes mellitus",GCST005436,6:30133199
rs3135002-<b>A</b>,"7 x 10-8",,0.03,'-,'-,'-,"HLA-DQB1, MTCO3P1","C-peptide levels in type I diabetes","C-peptide measurement, type I diabetes mellitus",GCST005436,6:32700662
rs3761980-<b>C</b>,"9 x 10-8","(Type 2 diabetes)",NR,'-,'-,'-,"MAPK14, SLC26A8","Foot ulcer in diabetes and neuropathy","type I diabetes mellitus, diabetic foot, type II diabetes mellitus, neuropathy",GCST004724,6:36026129
rs80028505-<b>T</b>,"3 x 10-8",,0.09,1.71,'-,[1.41-2.06],MAPK14,"Foot ulcer in diabetes and neuropathy","type I diabetes mellitus, diabetic foot, type II diabetes mellitus, neuropathy",GCST004724,6:36030611
rs71597855-<b>?</b>,"1 x 10-7",,NR,2.678,'-,[1.856-3.863],AC058822.1,"Foot ulcer and neuropathy in diabetes","type I diabetes mellitus, diabetic foot, type II diabetes mellitus, neuropathy",GCST004725,4:53790270
rs11154178-<b>?</b>,"2 x 10-7",,NR,1.37,'-,[1.22-1.55],"TRDN, AL445259.1","Foot ulcer and neuropathy in diabetes","type I diabetes mellitus, diabetic foot, type II diabetes mellitus, neuropathy",GCST004725,6:123540174
rs28485846-<b>?</b>,"4 x 10-7",,NR,2.116,'-,[1.583-2.829],UNC5D,"Foot ulcer and neuropathy in diabetes","type I diabetes mellitus, diabetic foot, type II diabetes mellitus, neuropathy",GCST004725,8:35265058
rs4972593-<b>A</b>,"4 x 10-8",(Women),0.14,1.81,'-,[1.47-2.24],"AC013410.1, AC013410.2","End-stage renal disease in Type 1 diabetics","type I diabetes mellitus, chronic kidney disease",GCST002182,2:173598126
rs1326934-<b>T</b>,"6 x 10-7",,0.57,1.19,'-,[1.11-1.27],SORBS1,"Diabetic nephropathy in type 1 diabetes","type I diabetes mellitus, diabetic nephropathy",GCST002716,10:95524324
rs55703767-<b>G</b>,"5 x 10-12",,0.794,1.2658228,'-,[NR],"COL4A3, MFF-DT","Diabetic nephropathy in type 1 diabetes","type I diabetes mellitus, type 1 diabetes nephropathy",GCST009278,2:227256385
rs191449639-<b>A</b>,"1 x 10-8",,0.005,32.42,'-,[NR],"MUC7, AMTN","Diabetic nephropathy in type 1 diabetes","type I diabetes mellitus, type 1 diabetes nephropathy",GCST009278,4:70493059
rs55703767-<b>G</b>,"9 x 10-9",,0.794,1.2820514,'-,[NR],"COL4A3, MFF-DT","Macroalbuminuria in type 1 diabetes","albuminuria, type I diabetes mellitus",GCST009284,2:227256385
rs113554206-<b>A</b>,"5 x 10-7",,0.012,4.6,'-,[NR],"AC004846.2, PAPLN","Macroalbuminuria in type 1 diabetes","albuminuria, type I diabetes mellitus",GCST009284,14:73273542
rs115061173-<b>A</b>,"4 x 10-8",,0.014,9.4,'-,[NR],"AC087430.1, AC090044.1","End-stage renal disease in Type 1 diabetics","type I diabetes mellitus, type 1 diabetes nephropathy",GCST009279,3:884662
rs551191707-<b>CA</b>,"4 x 10-8",,0.122,1.7,'-,[NR],"CASC19, PCAT1, PRNCR1","Kidney disease (end stage renal disease vs macroalbuminuria) in type 1 diabetes","albuminuria, type I diabetes mellitus, type 1 diabetes nephropathy",GCST009285,8:127087785
rs142823282-<b>G</b>,"8 x 10-10",,0.011,6.73,'-,[NR],FANCD2P2,"Microalbuminuria in type 1 diabetes","type I diabetes mellitus, Moderate albuminuria",GCST009281,3:11869161
rs145681168-<b>G</b>,"2 x 10-7",,0.014,5.53,'-,[NR],HAND2-AS1,"Microalbuminuria in type 1 diabetes","type I diabetes mellitus, Moderate albuminuria",GCST009281,4:173579655
rs118124843-<b>T</b>,"4 x 10-8",,0.011,3.79,'-,[NR],"VARS2, AL669830.2","Microalbuminuria in type 1 diabetes","type I diabetes mellitus, Moderate albuminuria",GCST009281,6:30919688
rs61983410-<b>C</b>,"1 x 10-7",,0.787,1.2658228,'-,[NR],"LINC02306, AL079352.1","Microalbuminuria in type 1 diabetes","type I diabetes mellitus, Moderate albuminuria",GCST009281,14:25535506
rs144434404-<b>T</b>,"3 x 10-9",,0.011,6.78,'-,[NR],BMP7,"Microalbuminuria in type 1 diabetes","type I diabetes mellitus, Moderate albuminuria",GCST009281,20:57262207
rs77273076-<b>T</b>,"1 x 10-8",,0.008,9.16,'-,[NR],"AC073842.1, MBLAC1","Microalbuminuria in type 1 diabetes","type I diabetes mellitus, Moderate albuminuria",GCST009281,7:100130923
rs183937294-<b>G</b>,"2 x 10-8",,0.007,17.22,'-,[NR],PLEKHA7,"Microalbuminuria in type 1 diabetes","type I diabetes mellitus, Moderate albuminuria",GCST009281,11:16916299
rs12615970-<b>A</b>,"9 x 10-9",,0.867,1.3157895,'-,[NR],ALLC,"Chronic kidney disease (reduced eGFR or end stage renal disease) in type 1 diabetes","type I diabetes mellitus, type 1 diabetes nephropathy",GCST009286,2:3697625
rs185299109-<b>T</b>,"1 x 10-8",,0.007,20.75,'-,[NR],AP005262.1,"Chronic kidney disease (reduced eGFR or end stage renal disease) in type 1 diabetes","type I diabetes mellitus, type 1 diabetes nephropathy",GCST009286,18:1811107
rs149641852-<b>T</b>,"1 x 10-8",,0.012,9.01,'-,[NR],"AC022101.1, SNCAIP","Chronic kidney disease (end stage renal disease vs. normal eGFR) in type 1 diabetes","type I diabetes mellitus, type 1 diabetes nephropathy",GCST009287,5:122438887
rs55703767-<b>G</b>,"5 x 10-9",,0.794,1.2987013,'-,[NR],"COL4A3, MFF-DT","Kidney disease (reduced eGFR and albuminuria or end stage renal disease) in type 1 diabetes","type I diabetes mellitus, type 1 diabetes nephropathy",GCST009289,2:227256385
rs55703767-<b>G</b>,"4 x 10-10",,0.794,1.2048193,'-,[NR],"COL4A3, MFF-DT","Kidney disease (end stage renal disease or albuminuria) in type 1 diabetes","albuminuria, type I diabetes mellitus, type 1 diabetes nephropathy",GCST009292,2:227256385
rs689-<b>?</b>,"1 x 10-6",,NR,2.44,'-,[1.69-3.45],"INS-IGF2, INS","Type 1 diabetes","type I diabetes mellitus",GCST008377,11:2160994
rs4320356-<b>T</b>,"3 x 10-8",,0.28,1.26,'-,[1.16-1.36],BTN2A3P,"Type 1 diabetes","type I diabetes mellitus",GCST008377,6:26423332
rs3802604-<b>C</b>,"2 x 10-8",,0.38,1.24,'-,[1.15-1.33],GATA3,"Type 1 diabetes","type I diabetes mellitus",GCST008377,10:8060309
rs1770-<b>G</b>,"2 x 10-232",,0.46,4.28,'-,[3.92-4.68],"HLA-DQB1-AS1, HLA-DQB1","Type 1 diabetes","type I diabetes mellitus",GCST008377,6:32660056
rs705699-<b>T</b>,"7 x 10-20",,0.26,1.46,'-,[1.34-1.58],RAB5B,"Type 1 diabetes","type I diabetes mellitus",GCST008377,12:55991020
rs116216059-<b>A</b>,"1 x 10-8",,0.016,8.73,'-,[NR],STAC,"Kidney disease (end stage renal disease vs non-end stage renal disease) in type 1 diabetes","type I diabetes mellitus, diabetic nephropathy",GCST009280,3:36524820
rs11580078-<b>G</b>,"8 x 10-11",,0.43,'-,'-,'-,"C1orf141, IL23R","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,1:67203951
rs6679677-<b>A</b>,"8 x 10-11",,0.09,'-,'-,'-,"PHTF1, RSBN1","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,1:113761186
rs34884278-<b>C</b>,"4 x 10-7",,0.3,'-,'-,'-,AL031599.1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,1:172869708
rs6689858-<b>C</b>,"2 x 10-7",,0.29,'-,'-,'-,CRB1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,1:197406337
rs55705316-<b>G</b>,"1 x 10-6",,0.14,'-,'-,'-,"AL591846.1, IL10","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,1:206760172
rs2075184-<b>T</b>,"9 x 10-8",,0.23,'-,'-,'-,"IL18RAP, SLC9A4","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,2:102464132
rs36001488-<b>C</b>,"8 x 10-11",,0.48,'-,'-,'-,ATG16L1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,2:233276621
rs4676410-<b>A</b>,"2 x 10-7",,0.19,'-,'-,'-,GPR35,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,2:240624322
rs4625-<b>G</b>,"8 x 10-11",,0.31,'-,'-,'-,DAG1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,3:49534707
rs62324212-<b>A</b>,"3 x 10-8",,0.42,'-,'-,'-,IL21-AS1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,4:122639784
rs7725052-<b>C</b>,"8 x 10-11",,0.43,'-,'-,'-,"AC114977.1, AC114977.2","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,5:40487168
rs7731626-<b>A</b>,"1 x 10-10",,0.39,'-,'-,'-,ANKRD55,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,5:56148856
rs4869313-<b>T</b>,"9 x 10-8",,0.42,'-,'-,'-,"ERAP2, AC009126.1","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,5:96888176
rs11741255-<b>A</b>,"2 x 10-9",,0.42,'-,'-,'-,"AC116366.3, IRF1-AS1","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,5:132475490
rs755374-<b>T</b>,"2 x 10-10",,0.32,'-,'-,'-,AC008691.1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,5:159402286
rs36051895-<b>T</b>,"9 x 10-8",,0.29,'-,'-,'-,"HNRNPA1P41, JAK2","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,9:4981866
rs4246905-<b>T</b>,"1 x 10-8",,0.28,'-,'-,'-,TNFSF15,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,9:114790969
rs11145763-<b>C</b>,"3 x 10-8",,0.4,'-,'-,'-,CARD9,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,9:136369144
rs706778-<b>T</b>,"6 x 10-9",,0.41,'-,'-,'-,IL2RA,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,10:6056986
rs10822050-<b>C</b>,"8 x 10-11",,0.39,'-,'-,'-,"AC067751.1, AC024598.1","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,10:62679011
rs1250563-<b>C</b>,"1 x 10-8",,0.29,'-,'-,'-,ZMIZ1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,10:79287626
rs1332099-<b>T</b>,"9 x 10-11",,0.46,'-,'-,'-,"SLC25A28, NKX2-3","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,10:99538694
rs17885785-<b>T</b>,"8 x 10-11",,0.2,'-,'-,'-,"IGF2-AS, AC132217.2, INS-IGF2","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,11:2146620
rs17466626-<b>G</b>,"3 x 10-10",,0.02,'-,'-,'-,LRRK2,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,12:40366829
rs1689510-<b>C</b>,"4 x 10-9",,0.31,'-,'-,'-,SUOX,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,12:56002984
rs72743477-<b>G</b>,"8 x 10-11",,0.21,'-,'-,'-,SMAD3,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,15:67171953
rs12598357-<b>G</b>,"4 x 10-9",,0.39,'-,'-,'-,"AC138904.2, SBK1","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,16:28329624
rs12928404-<b>C</b>,"6 x 10-7",,0.38,'-,'-,'-,"AC133550.2, ATXN2L","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,16:28835925
rs117372389-<b>T</b>,"8 x 10-11",,0.02,'-,'-,'-,NKD1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,16:50634166
rs12232497-<b>C</b>,"3 x 10-7",,0.45,'-,'-,'-,"GSDMB, ZPBP2","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,17:39883866
rs62131887-<b>T</b>,"4 x 10-7",,0.28,'-,'-,'-,"KEAP1, PDE4A","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,19:10476920
rs602662-<b>G</b>,"5 x 10-8",,0.49,'-,'-,'-,FUT2,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,19:48703728
rs2738774-<b>A</b>,"9 x 10-7",,0.32,'-,'-,'-,"MHENCR, STMN3","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,20:63637985
rs2836882-<b>A</b>,"5 x 10-8",,0.27,'-,'-,'-,"AF064858.1, RPL23AP12","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,21:39094644
rs2066363-<b>C</b>,"8 x 10-11",,0.34,'-,'-,'-,ADGRL2,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,1:81771892
rs114846446-<b>A</b>,"2 x 10-7",,0.01,'-,'-,'-,LINC01250,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, psoriasis, ankylosing spondylitis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,2:2944140
