"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs12482425-<b>G</b>,"9 x 10-6",(EA),0.686,1.5151515,'-,[NR],"AP000961.1, AP000459.2","Coronary artery disease in type 1 diabetes","type I diabetes mellitus, coronary artery disease",GCST006281,21:23556791
rs373009901-<b>C</b>,"9 x 10-6",(EA),0.019,3.94,'-,[NR],GRK3,"Coronary artery disease in type 1 diabetes","type I diabetes mellitus, coronary artery disease",GCST006281,22:25592812
rs138760780-<b>T</b>,"9 x 10-6",(EA),0.018,3.48,'-,[NR],CDK18,"Coronary artery disease in type 1 diabetes","type I diabetes mellitus, coronary artery disease",GCST006281,1:205515245
rs12344245-<b>G</b>,"9 x 10-6",(EA),0.035,2.52,'-,[NR],FAM189A2,"Coronary artery disease in type 1 diabetes","type I diabetes mellitus, coronary artery disease",GCST006281,9:69340801
rs12344245-<b>G</b>,"9 x 10-6",,0.035,1.85,'-,[1.41-2.43],FAM189A2,"Coronary artery disease in type 1 diabetes","type I diabetes mellitus, coronary artery disease",GCST006281,9:69340801
rs138760780-<b>T</b>,"2 x 10-6",,0.018,2.6,'-,[1.75-3.85],CDK18,"Coronary artery disease in type 1 diabetes","type I diabetes mellitus, coronary artery disease",GCST006281,1:205515245
rs12526453-<b>C</b>,"4 x 10-7",,0.67,0.92,'-,[0.89-0.96],PHACTR1,"Coronary artery disease in individuals without type 2 diabetes","coronary artery disease",GCST011489,6:12927312
rs1333049-<b>C</b>,"5 x 10-18",,0.46,0.89,'-,[0.86-0.92],CDKN2B-AS1,"Coronary artery disease in individuals without type 2 diabetes","coronary artery disease",GCST011489,9:22125504
rs1412444-<b>T</b>,"7 x 10-6",,0.42,1.08,'-,[1.05-1.12],LIPA,"Coronary artery disease","coronary artery disease",GCST011488,10:89243170
rs3825807-<b>A</b>,"2 x 10-6",,0.57,1.08,'-,[1.05-1.11],ADAMTS7,"Coronary artery disease","coronary artery disease",GCST011488,15:78796769
rs1122608-<b>G</b>,"5 x 10-7",,0.77,1.09,'-,[1.06-1.13],SMARCA4,"Coronary artery disease","coronary artery disease",GCST011488,19:11052925
rs599839-<b>A</b>,"2 x 10-7",,0.78,1.1,'-,[1.07-1.14],"PSRC1, CELSR2","Coronary artery disease","coronary artery disease",GCST011488,1:109279544
rs6725887-<b>C</b>,"6 x 10-8",,0.15,1.15,'-,[1.09-1.20],WDR12,"Coronary artery disease","coronary artery disease",GCST011488,2:202881162
rs12526453-<b>C</b>,"6 x 10-9",,0.67,1.1,'-,[1.07-1.14],PHACTR1,"Coronary artery disease","coronary artery disease",GCST011488,6:12927312
rs1333049-<b>C</b>,"3 x 10-22",,0.46,1.17,'-,[1.14-1.20],CDKN2B-AS1,"Coronary artery disease","coronary artery disease",GCST011488,9:22125504
rs1746048-<b>C</b>,"1 x 10-6",,0.87,1.11,'-,[1.07-1.15],"AL137026.1, AL137026.2","Coronary artery disease","coronary artery disease",GCST011488,10:44280376
rs514659-<b>C</b>,"8 x 10-9",,0.37,1.21,'-,[1.13-1.29],ABO,"Myocardial infarction in coronary artery disease","myocardial infarction, coronary artery disease",GCST000946,9:133266790
rs9818870-<b>T</b>,"7 x 10-13",,0.15,1.15,'-,[1.11-1.19],MRAS,"Coronary heart disease","coronary artery disease",GCST000338,3:138403280
rs2259816-<b>T</b>,"5 x 10-7",,0.36,1.08,'-,[1.05-1.11],HNF1A,"Coronary heart disease","coronary artery disease",GCST000338,12:120997784
rs3739998-<b>C</b>,"1 x 10-11",,0.44,1.15,'-,[1.11-1.20],JCAD,"Coronary heart disease","coronary artery disease",GCST000875,10:30027143
rs16945184-<b>C</b>,"6 x 10-6",,NR,1.2048193,'-,[1.11-1.3],"LINC00379, LINC00380","Incident coronary heart disease","coronary artery disease",GCST003431,13:91102945
rs2916260-<b>T</b>,"2 x 10-6",,NR,1.15,'-,"[1.09 - 1.22]",LRFN2,"Incident coronary heart disease","coronary artery disease",GCST003431,6:40414972
rs4714955-<b>?</b>,"4 x 10-11",,'-,'-,'-,'-,PHACTR1,"Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,6:12903203
rs11556924-<b>?</b>,"9 x 10-10",,'-,'-,'-,'-,"AC073320.2, ZC3HC1","Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,7:130023656
rs579459-<b>C</b>,"2 x 10-9",,NR,'-,'-,'-,"AL772161.2, ABO","Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,9:133278724
rs2219939-<b>?</b>,"2 x 10-9",,'-,'-,'-,'-,"AC022748.3, AC022748.2","Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,15:78737381
rs599839-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,"PSRC1, CELSR2","Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,1:109279544
rs12449964-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,"AC020558.5, SMCR2","Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,17:17641390
rs7582720-<b>?</b>,"4 x 10-9",,'-,'-,'-,'-,WDR12,"Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,2:202888349
rs12190287-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,TCF21,"Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,6:133893387
rs17114036-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,"AC119674.2, PLPP3","Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,1:56497149
rs9351814-<b>?</b>,"5 x 10-8",,'-,'-,'-,'-,"LINC01626, AL035467.2","Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,6:71484004
rs1333049-<b>?</b>,"1 x 10-56",,'-,'-,'-,'-,CDKN2B-AS1,"Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,9:22125504
rs11065987-<b>?</b>,"4 x 10-14",,'-,'-,'-,'-,"ATXN2-AS, BRAP","Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,12:111634620
rs10455872-<b>?</b>,"2 x 10-12",,'-,'-,'-,'-,LPA,"Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,6:160589086
rs1122608-<b>?</b>,"3 x 10-12",,'-,'-,'-,'-,SMARCA4,"Coronary artery disease or ischemic stroke","stroke, coronary artery disease",GCST002287,19:11052925
rs1333049-<b>C</b>,"1 x 10-59",,NR,'-,'-,'-,CDKN2B-AS1,"Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,9:22125504
rs10455872-<b>?</b>,"9 x 10-14",,'-,'-,'-,'-,LPA,"Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,6:160589086
rs2107595-<b>A</b>,"3 x 10-12",,NR,'-,'-,'-,"TWIST1, HDAC9","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,7:19009765
rs1122608-<b>?</b>,"2 x 10-11",,'-,'-,'-,'-,SMARCA4,"Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,19:11052925
rs4714955-<b>?</b>,"2 x 10-11",,'-,'-,'-,'-,PHACTR1,"Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,6:12903203
rs11065987-<b>?</b>,"3 x 10-10",,'-,'-,'-,'-,"ATXN2-AS, BRAP","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,12:111634620
rs599839-<b>?</b>,"8 x 10-17",,'-,'-,'-,'-,"PSRC1, CELSR2","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,1:109279544
rs12190287-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,TCF21,"Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,6:133893387
rs6841581-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,"PRMT5P1, EDNRA","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,4:147480038
rs17114036-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,"AC119674.2, PLPP3","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,1:56497149
rs7582720-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,WDR12,"Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,2:202888349
rs12936587-<b>?</b>,"2 x 10-10",,'-,'-,'-,'-,"AC020558.5, SMCR2","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,17:17640408
rs11556924-<b>?</b>,"8 x 10-10",,'-,'-,'-,'-,"AC073320.2, ZC3HC1","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,7:130023656
rs964184-<b>?</b>,"9 x 10-10",,'-,'-,'-,'-,ZPR1,"Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,11:116778201
rs12413409-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,CNNM2,"Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,10:102959339
rs899997-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,"AC022748.2, CHRNB4","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,15:78727236
rs579459-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,"AL772161.2, ABO","Coronary artery disease or large artery stroke","large artery stroke, coronary artery disease",GCST002290,9:133278724
rs139016349-<b>I</b>,"9 x 10-12",,0.163,1.08,'-,[1.05-1.10],MRAS,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,3:138380320
rs72627509-<b>G</b>,"8 x 10-8",,0.199,1.06,'-,[1.03-1.08],NOA1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,4:56972885
rs6841581-<b>A</b>,"5 x 10-10",,0.153,1.07,'-,[1.05-1.09],"PRMT5P1, EDNRA","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,4:147480038
rs2306556-<b>A</b>,"1 x 10-9",,0.816,1.07,'-,[1.04-1.09],GUCY1A1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,4:155717421
rs9349379-<b>G</b>,"1 x 10-35",,0.407,1.11,'-,[1.09-1.13],PHACTR1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,6:12903725
rs7623687-<b>A</b>,"4 x 10-10",,0.859,1.076,'-,[1.052-1.101],RHOA,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,3:49411133
rs142695226-<b>G</b>,"2 x 10-9",,0.136,1.071,'-,[1.048-1.095],"ITGB5, UMPS","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,3:124756354
rs56015508-<b>C</b>,"1 x 10-7",,0.794,1.06,'-,[1.03-1.08],"KCNK5, SAYSD1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,6:39184265
rs12202017-<b>A</b>,"6 x 10-14",,0.702,1.07,'-,[1.05-1.09],"TARID, LINC01312","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,6:133852013
rs7678555-<b>C</b>,"1 x 10-8",,0.279,1.052,'-,[1.034-1.070],"AC097173.3, LINC02502","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,4:119988346
rs6909752-<b>A</b>,"2 x 10-9",,0.333,1.051,'-,[1.034-1.068],CASC15,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,6:22612400
rs3993105-<b>T</b>,"5 x 10-8",,0.675,1.048,'-,[1.031-1.066],ARNTL,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,11:13281524
rs2244608-<b>G</b>,"8 x 10-10",,0.349,1.053,'-,[1.035-1.070],"HNF1A, HNF1A-AS1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,12:120979185
rs7500448-<b>A</b>,"5 x 10-10",,0.772,1.063,'-,[1.043-1.083],CDH13,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,16:83012185
rs8108632-<b>T</b>,"4 x 10-8",,0.484,1.048,'-,[1.031-1.066],TGFB1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,19:41348629
rs111245230-<b>C</b>,"8 x 10-7",,0.036,1.12,'-,[1.07-1.17],SVEP1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,9:110407495
rs507666-<b>A</b>,"1 x 10-12",,0.192,1.08,'-,[1.06-1.10],ABO,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,9:133273983
rs1887318-<b>T</b>,"4 x 10-12",,0.428,1.06,'-,[1.04-1.08],JCAD,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,10:30032669
rs1870634-<b>G</b>,"6 x 10-13",,0.648,1.06,'-,[1.05-1.08],"LINC00841, AL137026.2","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,10:43985363
rs2246942-<b>G</b>,"4 x 10-16",,0.349,1.08,'-,[1.06-1.10],LIPA,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,10:89245129
rs11191416-<b>T</b>,"6 x 10-9",,0.89,1.08,'-,[1.05-1.10],PFN1P11,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,10:102845159
rs67180937-<b>G</b>,"9 x 10-14",,0.684,1.07,'-,[1.05-1.09],MIA3,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,1:222650401
rs16986953-<b>A</b>,"5 x 10-10",,0.073,1.11,'-,[1.07-1.15],"CISD1P1, AC019055.1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,2:19742712
rs585967-<b>C</b>,"3 x 10-8",,0.844,1.07,'-,[1.04-1.09],"APOB, AC010872.2","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,2:21047682
rs4299376-<b>G</b>,"6 x 10-10",,0.319,1.06,'-,[1.04-1.08],ABCG8,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,2:43845437
rs7568458-<b>A</b>,"2 x 10-13",,0.452,1.06,'-,[1.05-1.08],GGCX,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,2:85561052
rs17678683-<b>G</b>,"1 x 10-7",,0.089,1.08,'-,[1.05-1.11],LINC01412,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,2:144528992
rs114123510-<b>A</b>,"3 x 10-19",,0.116,1.13,'-,[1.10-1.15],"CARF, WDR12","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,2:202966489
rs13003675-<b>T</b>,"2 x 10-6",,0.361,1.04,'-,[1.03-1.06],GIGYF2,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,2:232719399
rs11591147-<b>G</b>,"3 x 10-10",,0.984,1.25,'-,[1.16-1.34],PCSK9,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,1:55039974
rs11810571-<b>G</b>,"4 x 10-8",,0.787,1.057,'-,[1.036-1.079],TDRKH,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,1:151789832
rs1250229-<b>T</b>,"3 x 10-13",,0.264,1.071,'-,[1.051-1.091],"AC012462.1, AC012462.3","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,2:215439661
rs4472337-<b>T</b>,"2 x 10-6",,0.155,1.06,'-,[1.03-1.08],UHRF1BP1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,6:34801988
rs12493885-<b>C</b>,"3 x 10-8",,0.867,1.073,'-,[1.047-1.101],ARHGEF26,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,3:154122077
rs10857147-<b>T</b>,"6 x 10-9",,0.269,1.054,'-,[1.036-1.073],"FGF5, PRDM8","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,4:80259918
rs10455872-<b>G</b>,"2 x 10-49",,0.065,1.31,'-,[1.27-1.36],LPA,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,6:160589086
rs2107595-<b>A</b>,"3 x 10-13",,0.182,1.08,'-,[1.06-1.10],"TWIST1, HDAC9","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,7:19009765
rs112370447-<b>T</b>,"1 x 10-6",,0.28,1.05,'-,[1.03-1.07],COG5,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,7:107536335
rs11556924-<b>C</b>,"6 x 10-13",,0.657,1.07,'-,[1.05-1.09],"AC073320.2, ZC3HC1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,7:130023656
rs3918226-<b>T</b>,"2 x 10-12",,0.071,1.13,'-,[1.09-1.17],NOS3,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,7:150993088
rs2083636-<b>T</b>,"6 x 10-8",,0.742,1.05,'-,[1.03-1.07],"LPL, AC100802.1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,8:20007752
rs2954029-<b>A</b>,"5 x 10-13",,0.541,1.06,'-,[1.04-1.08],AC091114.1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,8:125478730
rs2891168-<b>G</b>,"1 x 10-101",,0.487,1.19,'-,[1.17-1.21],CDKN2B-AS1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,9:22098620
rs1964272-<b>G</b>,"3 x 10-8",,0.517,1.047,'-,[1.030-1.064],"GIPR, SNRPD2","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,19:45687010
rs56170783-<b>A</b>,"2 x 10-12",,0.915,1.11,'-,[1.08-1.14],PLPP3,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,1:56550459
rs7528419-<b>A</b>,"4 x 10-27",,0.782,1.11,'-,[1.09-1.14],CELSR2,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,1:109274570
rs6689306-<b>A</b>,"2 x 10-9",,0.435,1.05,'-,[1.03-1.07],IL6R,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,1:154423470
rs10840293-<b>A</b>,"7 x 10-9",,0.552,1.05,'-,[1.03-1.07],SWAP70,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,11:9729649
rs2839812-<b>T</b>,"2 x 10-11",,0.307,1.06,'-,[1.04-1.08],AP002989.1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,11:103802566
rs964184-<b>G</b>,"5 x 10-6",,0.163,1.05,'-,[1.03-1.08],ZPR1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,11:116778201
rs2229357-<b>G</b>,"3 x 10-6",,0.764,1.05,'-,[1.03-1.07],INHBC,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,12:57449928
rs2681472-<b>G</b>,"8 x 10-11",,0.189,1.07,'-,[1.05-1.09],ATP2B1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,12:89615182
rs10774625-<b>A</b>,"9 x 10-14",,0.491,1.07,'-,[1.05-1.08],ATXN2,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,12:111472415
rs11057830-<b>A</b>,"4 x 10-9",,0.147,1.07,'-,[1.05-1.10],SCARB1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,12:124822507
rs1924981-<b>T</b>,"2 x 10-7",,0.334,1.05,'-,[1.03-1.06],FLT1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,13:28448508
rs11617955-<b>T</b>,"4 x 10-10",,0.891,1.09,'-,[1.06-1.12],COL4A1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,13:110165755
rs10139550-<b>G</b>,"2 x 10-9",,0.421,1.05,'-,[1.04-1.07],HHIPL1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,14:99679373
rs72743461-<b>C</b>,"5 x 10-12",,0.783,1.07,'-,[1.05-1.10],SMAD3,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,15:67149412
rs7164479-<b>T</b>,"6 x 10-18",,0.578,1.07,'-,[1.06-1.09],MORF4L1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,15:78830712
rs2083460-<b>T</b>,"1 x 10-7",,0.885,1.07,'-,[1.05-1.10],"AC013565.2, AC107954.1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,15:89031253
rs2071382-<b>T</b>,"7 x 10-13",,0.464,1.06,'-,[1.05-1.08],FES,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,15:90884967
rs247616-<b>C</b>,"1 x 10-6",,0.678,1.04,'-,[1.03-1.06],"CETP, HERPUD1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,16:56955678
rs113348108-<b>D</b>,"6 x 10-8",,0.314,1.05,'-,[1.03-1.07],SMG6,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,17:2185555
rs9897596-<b>T</b>,"3 x 10-6",,0.523,1.04,'-,[1.02-1.06],RAI1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,17:17690139
rs4643373-<b>T</b>,"1 x 10-6",,0.724,1.05,'-,[1.03-1.07],IGF2BP1,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,17:49046061
rs8068952-<b>G</b>,"1 x 10-9",,0.228,1.07,'-,[1.05-1.10],BCAS3,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,17:61209283
rs116843064-<b>G</b>,"3 x 10-7",,0.98,1.17,'-,[1.10-1.25],ANGPTL4,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,19:8364439
